Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
EL ORO;-3,10839421;-79,89914147;55;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;6/4/2023;ENCONTRADO;6/4/2023
SANTA ELENA;-2,24384700;-80,92812400;12;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;1/4/2023;ENCONTRADO;2/4/2023
MORONA SANTIAGO;-2,45364261;-78,16450596;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/2/2023;ENCONTRADO;3/5/2023
COTOPAXI;-0,93130800;-78,60748380;18;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;26/7/2023;ENCONTRADO;27/7/2023
PICHINCHA;-0,09880693;-78,42446802;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;30/5/2023;ENCONTRADO;4/6/2023
ESMERALDAS;0,90531004;-79,69089378;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/6/2023;ENCONTRADO;22/6/2023
ORELLANA;-0,51900922;-77,13245671;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/5/2023;ENCONTRADO;6/7/2023
TUNGURAHUA;-1,33190398;-78,54321873;20;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/3/2023;ENCONTRADO;16/5/2023
CHIMBORAZO;-1,66141196;-78,66384005;14;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;7/7/2023;ENCONTRADO;10/7/2023
NAPO;-0,98681340;-77,81912360;22;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;1/5/2023;ENCONTRADO;3/5/2023
PICHINCHA;-0,26158264;-78,51744416;10;MUJER;EXTRAVIADA;PERSONA EXTRAVIADA;5/4/2023;ENCONTRADO;6/4/2023
PASTAZA;-1,53014171;-77,83427238;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/3/2023;ENCONTRADO;5/4/2023
COTOPAXI;-0,94298993;-79,26388443;30;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;21/6/2023;ENCONTRADO;7/8/2023
GUAYAS;-2,10932216;-79,94871676;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/7/2023;ENCONTRADO;8/8/2023
SANTA ELENA;-2,23137590;-80,84026303;18;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;31/5/2023;ENCONTRADO;10/8/2023
GUAYAS;-2,15644573;-79,82175707;30;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;14/4/2023;ENCONTRADO;30/6/2023
PICHINCHA;-0,22674840;-78,52403050;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/7/2023;ENCONTRADO;14/7/2023
MANABI;-0,71400220;-80,10935700;22;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/5/2023;ENCONTRADO;30/5/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25632149;-79,16058316;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;4/4/2023;ENCONTRADO;6/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,28199507;-79,17564584;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;28/4/2023;ENCONTRADO;10/6/2023
PICHINCHA;-0,16703620;-78,31878710;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/7/2023;ENCONTRADO;18/7/2023
BOLIVAR;-1,43038156;-79,27606854;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/5/2023;ENCONTRADO;7/9/2023
IMBABURA;0,30087810;-78,26119150;14;HOMBRE;PROBLEMAS PSICOLÓGICOS;DEPRESION;11/9/2023;ENCONTRADO;15/9/2023
ESMERALDAS;0,97640020;-79,66229433;27;HOMBRE;FALLECIDO;ASESINATO;18/6/2023;FALLECIDO;29/6/2023
PICHINCHA;-0,04262850;-78,43098240;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/3/2023;ENCONTRADO;22/4/2023
EL ORO;-3,24511240;-79,93941970;36;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;26/5/2023;ENCONTRADO;13/6/2023
SANTO DOMINGO DE LOS TSACHILAS;0,01828194;-79,38587666;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/4/2023;ENCONTRADO;15/5/2023
PICHINCHA;-0,09604880;-78,42403280;29;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;9/5/2023;ENCONTRADO;20/7/2023
GUAYAS;-2,11701120;-79,91870320;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/1/2023;ENCONTRADO;16/7/2023
MORONA SANTIAGO;-2,26522245;-78,08791595;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;28/4/2023;ENCONTRADO;25/5/2023
PICHINCHA;-0,23468298;-78,49236744;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/3/2023;ENCONTRADO;5/4/2023
LOS RIOS;-1,00664000;-79,46054420;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;19/4/2023;ENCONTRADO;3/5/2023
PICHINCHA;-0,08125168;-78,44759998;29;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/3/2023;ENCONTRADO;6/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,24182220;-79,19356390;25;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;24/4/2023;ENCONTRADO;27/4/2023
AZUAY;-2,90147850;-79,03740940;20;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/5/2023;ENCONTRADO;18/5/2023
TUNGURAHUA;-1,25434080;-78,62285040;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/7/2023;ENCONTRADO;11/7/2023
NAPO;-1,02778782;-77,67310524;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/4/2023;ENCONTRADO;6/4/2023
IMBABURA;0,27733471;-78,23609991;71;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;25/5/2023;ENCONTRADO;28/5/2023
PICHINCHA;-0,06398820;-78,35008750;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/4/2023;ENCONTRADO;4/9/2023
PICHINCHA;-0,12240860;-78,46524830;11;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/6/2023;ENCONTRADO;23/6/2023
GUAYAS;-2,10992750;-79,97497700;23;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/3/2023;ENCONTRADO;20/3/2023
AZUAY;-2,87886300;-79,02838800;11;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/4/2023;ENCONTRADO;19/5/2023
PICHINCHA;-0,32764400;-78,56735470;8;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/5/2023;ENCONTRADO;31/5/2023
TUNGURAHUA;-1,24445660;-78,62196370;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/9/2023;ENCONTRADO;17/9/2023
NAPO;-0,98511267;-77,82404190;21;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/7/2023;ENCONTRADO;21/8/2023
GUAYAS;-2,12827631;-79,89337201;47;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/2/2023;ENCONTRADO;6/5/2023
AZUAY;-2,87870500;-79,02842300;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/4/2023;ENCONTRADO;19/5/2023
EL ORO;-3,47588540;-80,20618340;14;MUJER;EXTRAVIADA;PERSONA EXTRAVIADA;11/6/2023;ENCONTRADO;23/6/2023
GUAYAS;-2,08507963;-79,98820597;13;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;26/1/2023;ENCONTRADO;31/5/2023
AZUAY;-3,06113050;-79,74503420;10;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;2/5/2023;ENCONTRADO;3/5/2023
IMBABURA;0,44732880;-78,00526780;25;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/5/2023;ENCONTRADO;25/5/2023
GUAYAS;-2,13718100;-79,61149380;16;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;6/4/2023;ENCONTRADO;7/4/2023
PICHINCHA;-0,25910484;-78,55780423;30;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;7/5/2023;ENCONTRADO;15/9/2023
PICHINCHA;-0,07953980;-78,44851140;76;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;3/5/2023;ENCONTRADO;6/5/2023
GUAYAS;-2,12252930;-80,00013500;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/4/2023;ENCONTRADO;3/5/2023
GUAYAS;-2,23024419;-79,94088358;37;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;6/4/2023;ENCONTRADO;7/4/2023
SUCUMBIOS;0,07827455;-76,89463969;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;9/3/2023;ENCONTRADO;14/9/2023
AZUAY;-2,85185228;-79,01542385;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/4/2023;ENCONTRADO;15/6/2023
COTOPAXI;-0,95420832;-78,61264655;49;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;19/5/2023;ENCONTRADO;28/8/2023
PICHINCHA;-0,09585406;-78,45049381;32;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/5/2023;ENCONTRADO;20/8/2023
LOS RIOS;-0,93626611;-79,31102989;34;HOMBRE;FALLECIDO;ACCIDENTAL;22/4/2023;FALLECIDO;1/5/2023
PICHINCHA;-0,29372870;-78,54982386;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/4/2023;ENCONTRADO;3/5/2023
BOLIVAR;-1,59733217;-79,00419836;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/4/2023;ENCONTRADO;9/4/2023
AZUAY;-2,85185228;-79,01542385;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/4/2023;ENCONTRADO;15/6/2023
COTOPAXI;-0,92924321;-78,61097099;12;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/4/2023;ENCONTRADO;2/5/2023
AZUAY;-2,85185228;-79,01542385;15;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/4/2023;ENCONTRADO;15/6/2023
COTOPAXI;-0,92924321;-78,61097099;10;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/4/2023;ENCONTRADO;2/5/2023
GUAYAS;-1,82040000;-79,83667000;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;9/5/2023;ENCONTRADO;30/5/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,24924010;-79,18041880;2;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/2/2023;ENCONTRADO;25/5/2023
PICHINCHA;-0,51140020;-78,56701900;31;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;27/5/2023;ENCONTRADO;30/5/2023
IMBABURA;0,34621390;-78,12097330;18;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/9/2023;ENCONTRADO;17/9/2023
PICHINCHA;-0,23780927;-78,51807931;17;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;20/4/2023;ENCONTRADO;3/5/2023
GUAYAS;-2,25335230;-79,88428260;45;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;14/2/2023;ENCONTRADO;31/5/2023
PICHINCHA;-0,25434460;-78,50386340;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/3/2023;ENCONTRADO;6/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,26292900;-79,19814800;54;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;13/4/2023;ENCONTRADO;5/6/2023
IMBABURA;0,22210244;-78,26499760;10;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;22/5/2023;ENCONTRADO;30/5/2023
COTOPAXI;-0,92728447;-78,61404749;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;1/5/2023;ENCONTRADO;9/5/2023
COTOPAXI;-0,78062847;-78,63984249;19;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;30/4/2023;ENCONTRADO;3/5/2023
GUAYAS;-2,14457963;-79,92373466;81;MUJER;FALLECIDO;ACCIDENTAL;19/4/2023;FALLECIDO;31/5/2023
CAÑAR;-2,55914766;-78,90953045;17;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/6/2023;ENCONTRADO;4/7/2023
MORONA SANTIAGO;-2,31921753;-78,11893301;12;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;29/5/2023;ENCONTRADO;30/5/2023
COTOPAXI;-0,94079564;-79,23060378;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/5/2023;ENCONTRADO;30/5/2023
NAPO;-0,97856247;-77,85262455;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/5/2023;ENCONTRADO;26/5/2023
PICHINCHA;-0,28965180;-78,54244455;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;6/4/2023;ENCONTRADO;15/5/2023
EL ORO;-3,25235506;-79,94482487;38;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;7/8/2023;ENCONTRADO;16/9/2023
PICHINCHA;-0,25709600;-78,55000300;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;6/4/2023;ENCONTRADO;9/4/2023
GUAYAS;-2,07215490;-79,93451410;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/3/2023;ENCONTRADO;13/7/2023
GUAYAS;-2,20528608;-79,93789841;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/7/2023;ENCONTRADO;24/7/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,40608915;-79,29997084;21;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/3/2023;ENCONTRADO;5/3/2023
PICHINCHA;-0,33332027;-78,44416603;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/4/2023;ENCONTRADO;14/6/2023
NAPO;-0,97840800;-77,85285200;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/4/2023;ENCONTRADO;29/4/2023
MANABI;-1,06248405;-80,45809471;43;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;8/9/2023;ENCONTRADO;12/10/2023
CHIMBORAZO;-1,67931700;-78,65138820;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/4/2023;ENCONTRADO;6/4/2023
IMBABURA;0,35129020;-78,14290320;52;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;26/5/2023;ENCONTRADO;27/5/2023
PICHINCHA;-0,19077513;-78,51053236;37;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;2/1/2023;ENCONTRADO;17/7/2023
PICHINCHA;-0,09604880;-78,42403280;55;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;30/5/2023;ENCONTRADO;2/6/2023
PICHINCHA;-0,08752970;-78,46892240;37;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/9/2023;ENCONTRADO;17/9/2023
PICHINCHA;-0,09137330;-78,13363800;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;5/6/2023;ENCONTRADO;21/6/2023
LOS RIOS;-1,00844080;-79,46043200;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;2/5/2023;ENCONTRADO;4/5/2023
NAPO;-0,99632090;-77,81360070;14;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;24/8/2023;ENCONTRADO;28/8/2023
PICHINCHA;-0,33016260;-78,45107290;32;MUJER;PROBLEMAS SOCIALES;DROGADICCION;1/4/2023;ENCONTRADO;25/5/2023
PICHINCHA;-0,29497630;-78,52878120;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/4/2023;ENCONTRADO;10/4/2023
CHIMBORAZO;-1,67096020;-78,66330270;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;2/5/2023;ENCONTRADO;5/5/2023
LOJA;-3,97641100;-79,20497340;30;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/9/2023;ENCONTRADO;19/9/2023
PICHINCHA;-0,30652496;-78,56330954;31;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;3/5/2023;ENCONTRADO;4/5/2023
COTOPAXI;-0,94728453;-78,61552329;12;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;29/5/2023;ENCONTRADO;1/6/2023
GUAYAS;-2,23085310;-79,91752110;12;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;26/3/2023;ENCONTRADO;7/4/2023
MANABI;-0,27119178;-79,46499822;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;2/5/2023;ENCONTRADO;24/7/2023
CHIMBORAZO;-1,66502270;-78,65887860;30;MUJER;EXTRAVIADA;PERSONA EXTRAVIADA;15/9/2023;ENCONTRADO;18/9/2023
PICHINCHA;-0,27021130;-78,54040060;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/5/2023;ENCONTRADO;16/6/2023
CHIMBORAZO;-1,69305140;-78,64388080;31;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/4/2023;ENCONTRADO;29/4/2023
GUAYAS;-2,21170020;-79,81986920;20;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/2/2023;ENCONTRADO;31/5/2023
LOS RIOS;-1,02251240;-79,46040350;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;4/4/2023;ENCONTRADO;8/4/2023
ORELLANA;-0,46167280;-76,99310740;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/5/2023;ENCONTRADO;17/9/2023
GUAYAS;-2,10106160;-79,96085880;35;HOMBRE;FALLECIDO;NO DETERMINADA;6/4/2023;FALLECIDO;7/4/2023
AZUAY;-2,86148710;-78,90752280;81;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;17/9/2023;ENCONTRADO;26/9/2023
PICHINCHA;0,11666700;-79,26666700;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/4/2023;ENCONTRADO;31/5/2023
MANABI;-1,15807690;-80,28667482;3;HOMBRE;FALLECIDO;NO DETERMINADA;16/9/2023;FALLECIDO;17/9/2023
ORELLANA;-0,46167280;-76,99310740;29;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;1/4/2023;ENCONTRADO;17/7/2023
LOJA;-3,97139392;-79,19876575;10;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/1/2023;ENCONTRADO;6/4/2023
PICHINCHA;-0,09477860;-78,52891120;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/9/2023;ENCONTRADO;17/9/2023
COTOPAXI;-0,68311599;-78,63226032;21;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/5/2023;ENCONTRADO;3/6/2023
TUNGURAHUA;-1,39477182;-78,40882476;51;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/5/2023;ENCONTRADO;5/6/2023
SANTO DOMINGO DE LOS TSACHILAS;0,00916720;-79,39160500;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;12/9/2023;ENCONTRADO;21/9/2023
COTOPAXI;-0,68311599;-78,63226032;1;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/5/2023;ENCONTRADO;3/6/2023
GUAYAS;-2,08340024;-79,97287720;6;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/5/2023;ENCONTRADO;14/6/2023
GUAYAS;-2,08340024;-79,97287720;21;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/5/2023;ENCONTRADO;14/6/2023
ESMERALDAS;0,70290865;-79,54087983;46;HOMBRE;FALLECIDO;NO DETERMINADA;27/4/2023;FALLECIDO;29/4/2023
GUAYAS;-2,14229541;-79,93853071;53;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;7/4/2023;ENCONTRADO;7/4/2023
ESMERALDAS;0,92543356;-79,65933012;31;MUJER;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;1/4/2023;ENCONTRADO;31/5/2023
AZUAY;-3,15822990;-79,14638680;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/9/2023;ENCONTRADO;29/9/2023
PICHINCHA;-0,25757280;-78,51640780;25;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/5/2023;ENCONTRADO;30/6/2023
MANABI;-1,06335368;-80,44677225;35;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;20/6/2023;ENCONTRADO;17/8/2023
PICHINCHA;-0,21707900;-78,48869120;35;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;7/4/2023;ENCONTRADO;7/4/2023
GUAYAS;-2,33852019;-79,40881405;26;HOMBRE;FALLECIDO;NO DETERMINADA;1/3/2023;FALLECIDO;22/7/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,24402664;-79,18487191;21;MUJER;FALLECIDO;ASESINATO;4/4/2023;FALLECIDO;7/4/2023
GUAYAS;-2,05474727;-79,95547861;28;HOMBRE;FALLECIDO;NO DETERMINADA;29/5/2023;FALLECIDO;2/6/2023
PICHINCHA;-0,37431550;-78,56324610;17;MUJER;PROBLEMAS PSICOLÓGICOS;DEPRESION;18/8/2023;ENCONTRADO;17/9/2023
NAPO;-0,99629720;-77,81360350;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;1/6/2023;ENCONTRADO;17/6/2023
PICHINCHA;-0,33585725;-78,47712180;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/8/2023;ENCONTRADO;13/9/2023
EL ORO;-3,47877483;-80,21008433;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/4/2023;ENCONTRADO;31/5/2023
PICHINCHA;-0,08398860;-78,50876760;16;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;8/4/2023;ENCONTRADO;9/4/2023
GUAYAS;-2,16973498;-79,83955447;11;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/4/2023;ENCONTRADO;4/5/2023
LOS RIOS;-1,55202867;-79,75039963;26;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/5/2023;ENCONTRADO;18/9/2023
GUAYAS;-2,24027910;-79,92206860;26;MUJER;EXTRAVIADA;HOSPITALIZADO;8/9/2023;ENCONTRADO;18/9/2023
ESMERALDAS;1,27925393;-78,83387521;15;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/7/2023;ENCONTRADO;18/9/2023
GUAYAS;-2,17076968;-79,80733747;14;MUJER;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;20/4/2023;ENCONTRADO;3/5/2023
PICHINCHA;-0,06624170;-78,46595130;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;31/5/2023;ENCONTRADO;1/6/2023
IMBABURA;0,31699890;-78,13454140;16;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;20/3/2023;ENCONTRADO;17/9/2023
PICHINCHA;-0,08398860;-78,50876760;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/4/2023;ENCONTRADO;9/4/2023
PICHINCHA;-0,37605198;-78,48932195;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;3/9/2023;ENCONTRADO;15/9/2023
TUNGURAHUA;-1,39283440;-78,42687580;42;HOMBRE;FALLECIDO;NO DETERMINADA;18/3/2023;FALLECIDO;28/6/2023
CHIMBORAZO;-1,81519451;-78,58550449;20;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/5/2023;ENCONTRADO;1/6/2023
CHIMBORAZO;-1,81519451;-78,58550449;1;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/5/2023;ENCONTRADO;1/6/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,24176246;-79,34486087;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/5/2023;ENCONTRADO;7/6/2023
MANABI;-0,40106900;-80,07978100;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;2/4/2023;ENCONTRADO;6/4/2023
GUAYAS;-2,16897400;-79,83972070;28;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/4/2023;ENCONTRADO;17/5/2023
MANABI;-0,27152788;-79,47105726;16;MUJER;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;19/6/2023;ENCONTRADO;11/7/2023
AZUAY;-2,88338700;-78,78394880;25;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;22/6/2023;ENCONTRADO;27/6/2023
MANABI;-0,68134873;-80,23361214;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;19/6/2023;ENCONTRADO;8/7/2023
ZONA NO DELIMITADA;-0,78457211;-79,61528344;5;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/6/2023;ENCONTRADO;11/7/2023
PICHINCHA;-0,26863670;-78,54008340;15;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;22/6/2023;ENCONTRADO;27/6/2023
PICHINCHA;-0,29304050;-78,54975920;61;HOMBRE;FALLECIDO;NO DETERMINADA;20/5/2023;FALLECIDO;1/6/2023
GUAYAS;-2,08341260;-79,92762810;78;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;29/4/2023;ENCONTRADO;18/5/2023
LOS RIOS;-0,95143103;-79,35048339;72;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;4/4/2023;ENCONTRADO;11/4/2023
